title_translated,listed_price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badge_product_quality,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,countries_shipped_to,has_urgency_banner,urgency_text,merchant_rating_count,merchant_rating,merchant_id,product_picture,product_id
2019 Women's Fashion New Flare Sleeve Boat Neck Off The Shoulder Blouse Summer Women Long Sleeve Elastic Cuffs Waist Top Casual  Slim Fit Lady Plus Size Tops,9.0,8,1000,0,3.85,183,88.0,34.0,28.0,11.0,22.0,0,"('summer', 'flaresleeveblouse', 'long sleeve', 'plus size top', ""women's fashion"", 'plus size', 'offtheshoulder', 'slim', 'casual', 'women fashion', 'slim fit', 'blouse', 'long sleeve blouse', 'waist', 'sleeve', 'loose top', 'tops', 'boatneckblouse', 'necks', 'women', 'elastic', 'boat', 'elasticblouse', 'casual tops', 'women top', 'fashion')",white,M,50,3,55,1,QuantityLimited,7076,3.9680610510000003,58311e2257e86a1b8863f74c,https://contestimg.wish.com/api/webimage/5d2477487a074501b0cb6438-medium.jpg,5d2477487a074501b0cb6438
Summer Women Straps Printed Loose Jumpsuit Romper Dress Shorts Off Shoulder V Neck Slim Beach Dress,12.0,43,100,1,3.65,26,12.0,5.0,1.0,4.0,4.0,0,"('summer', 'dress', 'slim', 'floral dress', 'strap', 'loosejumpsuit', 'beach dress', 'striped dress', 'printed', ""women's jumpsuits"", 'rompersforwomen', 'jumpsuit', 'shorts', 'necks', 'beach', 'slim fit', ""women's fashion"", 'jumpsuits & rompers', 'sleevelessjumpsuit', 'women', 'women jumpsuit', 'rompers')",blue,L,50,3,52,0,noText,425,4.110588235,5d54026f41ed515c7a1eb40a,https://contestimg.wish.com/api/webimage/5e751f3a15c57e874f677e6d-medium.jpg,5e751f3a15c57e874f677e6d
Women Fashion Ruffles Slash Neck Crop Top and Skinny Pants Two Piece Outfit,7.0,8,1000,1,3.73,237,111.0,38.0,36.0,17.0,35.0,0,"('summer', 'fashion', 'crop top', 'skinny pants', 'casual pants', 'pants', 'tops', 'outfits', 'long pants', ""women's fashion"", 'two pieces', 'women', 'ruffle', 'offtheshoulder', 'two piece set', 'necks')",pink,XXS,6,2,38,1,QuantityLimited,67171,4.1023209419999995,55542b4b662da7114d591723,https://contestimg.wish.com/api/webimage/5cc81498d2dfc22af700ebe5-medium.jpg,5cc81498d2dfc22af700ebe5
Plus Size Women Fashion Polka Shirt Casual Dot Loose Autumn S-5XL,12.0,110,20000,1,4.04,2748,1530.0,500.0,295.0,145.0,278.0,0,"('plus size', 'shirt', 'tunic top', 'long sleeve', 'tops', 'loose', ""women's fashion"", 'v-neck', 'casual', 'ruffle top', 'fashion', 'polka dot', 'women')",brown,M,50,3,41,1,QuantityLimited,8191,4.1902087660000005,563c5b3d05398a37780be2e2,https://contestimg.wish.com/api/webimage/5bd144f0b0de8459981dd41c-medium.jpg,5bd144f0b0de8459981dd41c
Spring and summer in the New South burgundy Korean dark navy skirt anti sun dress with a lining fluffy skirt female skirt pleated skirt sexy,5.88,9,20000,0,4.07,6450,3383.0,1430.0,836.0,335.0,466.0,0,"('summer', 'sundress', 'spring', 'fluffy', 'dark', ""women's fashion"", 'newskirt', 'burgundy', 'navy', 'sexy', 'pleated skirt', 'fluffyshortskirt', 'skirts', 'womanskirt', 'fluffydres', 'plussizeskirt', 'springskirt', 'fluffyskirt', 'korean', 'darknavyskirt', 'burgundyskirt', 'dress', 'pleated')",white,XXS,50,2,55,0,noText,12304,4.319001951000001,5487c9b1b9b7e705069489fb,https://contestimg.wish.com/api/webimage/55ac4e9fc21d2e406f4b90b7-medium.jpg,55ac4e9fc21d2e406f4b90b7
Womens Summer Bohemia Floral Beach Dress Ladies Loose Kaftan Sundress Plus Size,15.0,102,1000,0,4.23,483,279.0,105.0,51.0,27.0,21.0,0,"('bohemia', 'summer', 'plus size', 'beach', 'dress', 'longloosedres', 'kleid', 'beach dress', 'floral dress', 'ladies', 'boho', 'faketwopiecesdres', 'summer dress', 'vestido', 'floral', 'women dress', 'robes', ""women's fashion"", 'vintage dress')",green,S,2,4,40,0,noText,26833,4.235381806,5864767762a1e84ca30df7c9,https://contestimg.wish.com/api/webimage/5d51315fe72c993296b63061-medium.jpg,5d51315fe72c993296b63061
FUERFITS Women's Casual Beach Summer Sleeveless Adjustable Strappy Floral Dress,8.0,75,20000,0,4.39,5254,3360.0,1065.0,500.0,159.0,170.0,0,"('swing dress', 'strapless', 'summer', 'dresses', 'dress', ""women's fashion"", 'strappy', 'knee length', 'floral', 'party', 'beach', 'casual', 'sleeveless', 'women')",others,S,50,2,36,1,QuantityLimited,6719,4.447536836,57ff8c180fb8e31870c27d68,https://contestimg.wish.com/api/webimage/597adab2ab03f4429e23d778-medium.jpg,597adab2ab03f4429e23d778
Women's Sleeveless Spaghetti Strap Camouflage Print Package Hip Mini Dress Casual Slim Fit Cotton Party Evening Dresses ,9.0,8,10000,0,4.2,2749,1578.0,562.0,339.0,112.0,158.0,1,"('mini', 'dressesforwomen', 'sexy dresses', 'dresses', 'spaghetti', 'dress', 'spaghetti strap', 'camouflage', 'mini dress', ""women's fashion"", 'package hip dress', 't', 'party', 'sleeveless', 'print', 'party dresses', 'cotton', 'slim', 'casual', 'slim fit')",purple,M,50,3,43,0,noText,36361,3.967520145,5639cd9bddb94f103070ef9f,https://contestimg.wish.com/api/webimage/5b7ba8fdfc71be0f30bb7f44-medium.jpg,5b7ba8fdfc71be0f30bb7f44
2020 Summer Dress Women Fashion Printed BTS Sexy Short Skirt Casual Short Sleeve Cotton Beach Dress,9.0,8,50,0,3.0,2,1.0,0.0,0.0,0.0,1.0,0,"(""women's fashion"", 'summer', 'fashion', 'sleeve', 'beach', 'dress', 'summer dress', 'short sleeves', 'mini dress', 'summer fashion', 'beach dress', 'shorts', 'printed', 'sexy dress', 'women clothes', 'women dress', 'sexy', 'cotton', 'skirts', 'casual', 'women')",brown,S,50,3,38,0,noText,62,3.774193548,5d8c291ca1309429e32bb247,https://contestimg.wish.com/api/webimage/5edefbd61eb25e17fedf9b8e-medium.jpg,5edefbd61eb25e17fedf9b8e
2019 New Style Summer Fashion Women Casual One Piece Slim Fit Braces Skirt Sleeveless Dress Solid Color Slip Dress,8.0,9,100,0,3.38,94,34.0,13.0,19.0,11.0,17.0,0,"('summer', 'fashion', 'high waist', 'slim dress', 'skirts', 'dress', 'summer dress', 'mini dress', 'women', 'slim', ""women's dress"", 'sleeveless dress', 'sleeveless', 'princess dress', 'beach', 'onepiece', 'slim fit')",red,S,50,2,41,0,noText,4955,4.005247225,5b18eb98dfc31f2100f4c4cd,https://contestimg.wish.com/api/webimage/5c355a86211ca154535af293-medium.jpg,5c355a86211ca154535af293
Mens T-Shirts  Summer Popular Tik Tok Printed Tops Tee Male T-shirt Short Sleeve tshirt for Men Casual Top,7.0,7,10,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,"('summer', 'fashion', 'shirt', 'sleeve', 'tops', 'men', ""men's fashion"", 'short sleeves', 't shirts', 'shorts', 'printed', 'casual')",white,XS,50,2,22,0,noText,193,4.062176166,5de71b384c9c820a00c16efa,https://contestimg.wish.com/api/webimage/5ecdc68e46cdc10c6216940f-medium.jpg,5ecdc68e46cdc10c6216940f
Womens Summer Casual Short Sleeves Round Neck Flared Sleeves Dresses Solid Color Loose Dresses Short Dresses Plus Size,6.0,6,100,0,3.3,102,35.0,18.0,15.0,11.0,23.0,0,"('splicing', 'plus size', 'sleeve dress', 'necks', 'sleeve', 'summer', 'women casual dress', 'dress', ""women's fashion"", 'gauzenet', 'round neck', 'roundneckflared', 'party dress', 'shorts', 'shortsleevesdres', 'solid color', 'looseshortdres', 'casual')",red,XS,50,2,31,0,noText,5841,4.21777093,5b235f8ad1c3603c027fdcda,https://contestimg.wish.com/api/webimage/5d4925eb8972ff23164bbd2a-medium.jpg,5d4925eb8972ff23164bbd2a
Summer Short Sleeve Slim Bodycon Women Sexy T-shirt Elastic Cotton Tee Top,4.7,19,100,0,3.87,15,7.0,3.0,3.0,0.0,2.0,0,"('summer', 'shorts', 'shirt', 'elastic', 'teetop', 'tops', 'short sleeves', 'slim shirts', 't shirts', 'fashion', 'sexy', ""women's fashion"", 'sleeve', 'women')",black,S,43,1,41,0,noText,14327,4.192084875,5ab9f77bea8764355800e5a2,https://contestimg.wish.com/api/webimage/5b9f1a4bd143a816d746677a-medium.jpg,5b9f1a4bd143a816d746677a
2019 Women New Fashion Dress Stretchy Camisole Dress Spaghetti Strap Backless Shoulderless  Long Tank Top Slip Summer Fashion Floral Mini Dress,6.0,7,1000,0,3.67,258,108.0,58.0,34.0,16.0,42.0,0,"('slim dress', 'strapless dress', 'fashion', 'tank', 'mini', 'dress', 'tops', 'v neckdress', 'floral dress', 'mini dress', 'floral', 'women', 'sleeveless dress', 'summer', 'tank top', 'summer fashion', 'women dress', 'backless', 'spaghetti', 'bodycon dress', 'casual dress')",brown,XS,3,2,40,1,QuantityLimited,2685,3.95009311,55f982b029624842ab599cc3,https://contestimg.wish.com/api/webimage/5d2e8fa433d723444547a0e3-medium.jpg,5d2e8fa433d723444547a0e3
 Summer Women s Fashion Lace Up Tie Pants Plus Size Casual High Waist Short Pants(S-5XL),4.93,6,100,0,3.77,47,22.0,7.0,8.0,5.0,5.0,0,"('summer', 'shorts', 'lace', 'pants', 'waist', 'short pants', 'yellow', ""women's fashion"", 'plus size', 'lace up', 'women', 'fashion', 'casual', 'high waist')",red,S,1,1,41,1,QuantityLimited,17752,3.899673276,56458aa03a698c35c9050988,https://contestimg.wish.com/api/webimage/5d58daef3159a812b05933d2-medium.jpg,5d58daef3159a812b05933d2
Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,3.0,3,1000,0,3.94,426,213.0,88.0,54.0,29.0,42.0,0,"('mini', 'club dress', 'womens dresses', 'summer', 'fashion dress', 'dress', 'mini dress', ""women's fashion"", 'party dress', 'backless', 'party', 'sexy dress', 'summer dresses', 'sexy', 'casual', 'sleeveless')",grey,S,50,1,32,0,noText,43676,4.283611137,578866243a698c1713f2d19c,https://contestimg.wish.com/api/webimage/5abb2dcdd236a572c57192f8-medium.jpg,5abb2dcdd236a572c57192f8
New Summer 4 Color Women's Fashion Tops Solid Color Short Sleeve Lace V Neck Tee Shirt Fitness Causal Summer Pullover Sweatshirt Plus Size S-5XL,8.0,17,5000,1,3.94,787,394.0,156.0,104.0,60.0,73.0,0,"('summer', 'plus size', 'lace', 'women blouse', 'blacktshirt', 'short sleeves', 'casual shirt', 'slim shirts', ""women's fashion"", 'fashion', 'sexy lace', 'v-neck', 'sexy', 'sweatshirts', 'necks', 'shorts', 'shirt', 'sleeve', 'tops', 'fitness', 'lace shirts', 'pullovers', 'comfortableshirt', 't-shirt womens', 'solid color', 'short sleeve t-shirt')",black,M,50,2,43,0,noText,2700,4.046296296,59cef71c21064f20067f4313,https://contestimg.wish.com/api/webimage/5b06754d91d2cf12f07c6988-medium.jpg,5b06754d91d2cf12f07c6988
XS-8XL Plus Size Sleeveless Summer Tops Fashion Clothes Women's Casual Floral Printed Blouses Ladies Beach Wear Pleated Shirts Deep V-neck Tank Tops,2.0,2,5000,1,3.87,320,154.0,65.0,44.0,20.0,37.0,0,"('summer', 'plus size', 'deep v-neck', 'pleated', 'tank top', 'ladies', ""women's fashion"", 'fashion', 'sleeveless tops', 'chiffon blouse', 'casual t-shirt', 'floral', 'tank', 'summer tops', 'clothes', 'blouse', 'floral print', 'shirt', 'loose shirt', 'tops', 'casual', 'v-neck', 'sleeveless', 'women top', 'beach', 'printed')",black,XS,1,1,20,0,noText,1029,3.965986395,57ff8bcd0712e0312f81ed73,https://contestimg.wish.com/api/webimage/5e5723c6f14e531668fe93c6-medium.jpg,5e5723c6f14e531668fe93c6
Women Summer Casual Sleeveless Evening Party Beach Dress Short Mini Dress,8.0,47,10000,0,4.14,2360,1316.0,487.0,286.0,116.0,155.0,0,"('mini', 'shorts', 'summer', 'fashion dress', 'dress', ""women's fashion"", 'mini dress', 'beach dress', 'party', 'sleeveless', 'beach', 'casual', 'women')",red,S,50,2,45,0,noText,139788,4.166509285,5406cabdc5c2464980dc6314,https://contestimg.wish.com/api/webimage/595b77cd3e5c2010cd0712ca-medium.jpg,595b77cd3e5c2010cd0712ca
"Bandage Swimwear Bikini Women Halter Swimsuit Push Up Swimsuits One-piece Swimwear Big Size XL,XXL,XXXL",14.0,12,10000,1,3.65,3574,1464.0,713.0,586.0,309.0,502.0,0,"('bathing suit', 'plus size', 'halter', 'onepiece', 'swimwear', 'swimsuit', 'bikini', 'fashion', 'trending', 'sexy', 'women', ""women's fashion"", 'swimming')",black,XL,50,4,32,0,noText,16064,4.223792331,56e628924bd2915857b4ffdf,https://contestimg.wish.com/api/webimage/56fe70b837c44740638391a6-medium.jpg,56fe70b837c44740638391a6
Women Half Sleeve Loose Casual Summer Shirts Blouse Tops Plus Size XS-8XL,8.0,7,5000,0,4.23,870,530.0,163.0,82.0,39.0,56.0,0,"('blouse', 'summer', 'womens blouse', 'long sleeve blouse', 'shirt', 'sleeve', 'women blouse', 'plus size', 'blouses & shirts', 'casual shirt', 'casual', 'tops', ""women's fashion"", 'blouse women', 'casual t-shirt', 'tops & blouses', 'printed t shirts', 'fashion', 'long sleeve shirt', 'women')",others,S,50,2,21,0,noText,2380,4.251260503999999,58eb0bacd36f081046b7149c,https://contestimg.wish.com/api/webimage/5dc188b6e2abd414a2bcb144-medium.jpg,5dc188b6e2abd414a2bcb144
Women's Summer Sexy Sleeveless Turtleneck Mini Dress,5.67,19,100000,0,3.53,18393,6769.0,3404.0,3658.0,2003.0,2559.0,0,"('slim dress', 'mini', 'elegant', 'dress', 'mini dress', 'turtleneck', ""women's fashion"", 'party dress', 'summer', 'party', 'sleeveless dress', 'elegant dress', 'women dress', 'sexy', 'clothing', 'sleeveless', 'women')",grey,M,50,1,37,1,QuantityLimited,19248,3.8891313380000003,570f3a713a698c14278bb51e,https://contestimg.wish.com/api/webimage/571adeab62cce546f1a46bc0-medium.jpg,571adeab62cce546f1a46bc0
ZANZEA Women Summer Round Neck Short Sleeve Cotton Basic Dress Solid Color Dresses,14.0,84,5000,0,4.22,686,388.0,165.0,69.0,23.0,41.0,0,"('basicdres', 'womencottondres', 'fashion', 'necks', 'sleeve', 'summer', 'dresses', 'vintage', 'dress', 'women long dress', 'short sleeves', 'round neck', ""women's fashion"", 'shorts', 'roundneckdres', 'cotton', 'women summer dress', 'casual', 'pregnancydres', 'women')",grey,M,50,3,40,0,noText,32386,4.2607917,58be241991fd205b2462acc3,https://contestimg.wish.com/api/webimage/5cb99a6535110466bac87472-medium.jpg,5cb99a6535110466bac87472
Women's Fashion Casual V-neck Sleeveless Spaghetti Strap Sequins Tank Tops,7.0,43,1000,1,3.36,130,54.0,14.0,20.0,9.0,33.0,0,"('fashion', 'tank', 'sexy top', 'spaghetti', 'tops', 'spaghetti strap', 'v-neck', 'casual', ""women's fashion"", 'tank top', 'sleeveless', 'sequin top', 'nightclub tops', 'summer tops', 'women fashion')",pink,XS,3,2,42,1,QuantityLimited,6731,3.9849947999999995,5b164e4c7e43f2326c3e3931,https://contestimg.wish.com/api/webimage/5e3901a8aaccd401e2a2d699-medium.jpg,5e3901a8aaccd401e2a2d699
New Women Fashion Shorts Yoga Shorts Summer Beach Short Athletic Shorts Pants Sport Shorts Gym Workout Waistband Casual Shorts,11.0,26,100,1,5.0,1,1.0,0.0,0.0,0.0,0.0,0,"('summer', 'elastic waist', 'yoga', 'pants', 'shorts', 'beach', 'buttlifting', 'short pants', 'sportshort', 'yogashort', 'plussizepant', 'athletics', ""women's fashion"", 'leggingspant', 'pantsplussize', 'croppedpant', 'athleticshort', 'fashion', 'casual', 'sport', 'women')",black,S,15,3,80,1,QuantityLimited,8685,4.14070236,58b569edfc743d5072bcd4d9,https://contestimg.wish.com/api/webimage/5ef858a0d41d4c085fb829e6-medium.jpg,5ef858a0d41d4c085fb829e6
Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,6.0,7,100,0,3.31,36,11.0,6.0,9.0,3.0,7.0,0,"('mini', 'womens dresses', 'summer', 'sleevele', 'dress', 'mini dress', ""women's fashion"", 'fashion', 'backless', 'party', 'sexy', 'summer dresses', 'women s clothing', 'casual', 'sleeveless')",green,XXS,1,2,40,0,noText,4856,4.167627677,5710ac98b2d43a5925da8dd8,https://contestimg.wish.com/api/webimage/5e91713952bdf84d21150eaa-medium.jpg,5e91713952bdf84d21150eaa
9 Colors Mens 2019 Summer Cotton  Breathable Slim Short SleeveSolid Color Buttons T-Shirts Casual Shirts,12.0,17,1000,0,3.36,230,75.0,41.0,48.0,23.0,43.0,0,"('summer', 'shorts', 'shirt', 'man t-shirts', 'slim', 'casualmensshirt', 't shirts', ""men's fashion"", ""men's shirt"", 'men tops', 'short sleeve t-shirt', 'beach', 'casual', 'cotton')",pink,M,50,3,34,0,noText,1837,4.160587915,5accadccc98949438a3729a2,https://contestimg.wish.com/api/webimage/5d1f255bd91ac0648c8c7079-medium.jpg,5d1f255bd91ac0648c8c7079
1pcs Men's Running Shorts 2 in 1 Sports Jogging Fitness Shorts Summer Training Quick Dry Short Gym Shorts Sport Pants,16.0,14,100,1,3.28,18,7.0,2.0,3.0,1.0,5.0,0,"('summer', 'training', 'shorts', 'running', 'pants', 'gym', 'fitness', 'jogging', 'quickdry', ""men's fashion"", '2in1short', 'sport', 'sportsshort')",black,L,50,5,81,0,noText,901,3.982241953,5927d9ead7f65462c5a1d409,https://contestimg.wish.com/api/webimage/5eaa972cf7d1965858d7b664-medium.jpg,5eaa972cf7d1965858d7b664
Summer Women Sexy Long Dress Sleeveless V Neck Casual Beach Party Dress Sundress Plus Size S-5XL,13.0,68,100,1,3.48,121,50.0,18.0,19.0,8.0,26.0,0,"('summer', 'plus size', 'party', 'necks', 'sundress', 'long dress', 'plus size dress', 'dress', 'summer dress', ""women's fashion"", 'party dress', 'spaghettistrapdres', 'ladiesdresse', 'sexy dress', 'women dress', 'sexy', 'women', 'beach', 'casual', 'sleeveless', 'casual dress')",black,S,12,3,40,0,noText,18079,4.194922286000001,585b36a336cedf4cb6c6ea62,https://contestimg.wish.com/api/webimage/5cf66417844fc312acf3d8ff-medium.jpg,5cf66417844fc312acf3d8ff
New Women Fashion Summer Casual Party Beach Maxi Dress Beachwear Bikini Cover-Up,11.0,38,5000,0,3.91,1433,699.0,283.0,211.0,102.0,138.0,0,"('summer', 'fashion', 'casual', 'dress', 'summer dress', 'beach wear', 'beachwearbikini', 'bikini', ""women's fashion"", 'party dress', 'party', 'maxi dress', 'women dress', 'beach', 'maxis', 'women')",white,S,50,2,63,1,QuantityLimited,30225,4.267890819,58d0c52c19bf8b6b34178db0,https://contestimg.wish.com/api/webimage/5a6ac6f9227c62493f93b53e-medium.jpg,5a6ac6f9227c62493f93b53e
Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,3.71,6,1000,1,3.45,181,69.0,29.0,33.0,14.0,36.0,0,"('summer', 'shorts', 'high waist shorts', 'high waist', 'casual pants', 'pants', 'summer shorts', 'waist', 'slim fit', 'short pants', ""women's fashion"", 'plus size', 'lace up', 'women', 'fashion', 'casual', 'lace')",yellow,XS,3,1,42,0,noText,9651,4.079162781,56c30460d7e2821146329f82,https://contestimg.wish.com/api/webimage/5dd795fa0f11f7c2e48f2091-medium.jpg,5dd795fa0f11f7c2e48f2091
Women Summer Fashion Sexy Party Dress Irregular Floral Print Backless Bodycon Slip Dresses Mei,6.0,9,1000,0,3.8,245,118.0,44.0,33.0,15.0,35.0,0,"('summer', 'fashion', 'floral print', 'dress', 'print', ""women's fashion"", 'party dress', 'backless', 'sexy', 'floral', 'party', 'women fashion', 'women')",grey,XXS,1,2,40,0,noText,7363,4.106342523,5700e7eac1bed1088d6cd40a,https://contestimg.wish.com/api/webimage/5db013aa7b620c0e7346ebf6-medium.jpg,5db013aa7b620c0e7346ebf6
5 Colors Fashion Women Sleeveless Lace Tops Sexy Lady Summer Workout Tank Tops Casual Lady Lace Patchwork Vest,6.0,6,5000,1,3.89,1229,583.0,258.0,179.0,92.0,117.0,0,"('summer', 'vest', 'fashion', 'tank', 'lace', 'lace top', 'tops', 'tank top', ""women's fashion"", 'gothic', 'sexy', 'workout top', 'sleeveless', 'women top', 'casual', 'women')",grey,S,50,2,41,0,noText,14676,4.07420278,55f7c64b3a698c4749f3bccf,https://contestimg.wish.com/api/webimage/5bebc4a90269f2172b1af950-medium.jpg,5bebc4a90269f2172b1af950
Women Summer Bib Pants Casual Loose Shorts Sleeveless Rompers Jumpsuit Suspender Trousers Overalls,12.0,16,5000,0,3.28,701,245.0,109.0,103.0,87.0,157.0,0,"('suspenders', 'summer', 'women rompers', 'shorts', 'pants', 'summer shorts', 'overalls', 'women shorts', ""women's fashion"", 'jumpsuits & rompers', 'bibpant', 'sleeveless', 'women', 'women jumpsuit', 'casual', 'trousers', 'jumpsuit')",green,S,50,3,20,0,noText,3990,3.897243108,58de1f5eef07c15511148726,https://contestimg.wish.com/api/webimage/5d1709377d85c3451136583b-medium.jpg,5d1709377d85c3451136583b
Crystal Sequins Anklet Set for Women Beach Foot Jewelry Vintage Statement Elephant Moon Chain Charm Anklets Bracelet Boho Retro Style Party Summer Alloy Jewelry,2.0,2,50000,0,4.01,7575,4182.0,1317.0,857.0,429.0,790.0,0,"('summer', 'anklets', 'chain', 'elephant', ""women's fashion"", 'charm', 'braceletset', 'retro style', 'jewelry', 'bohemianjewelry', 'ankletchain', 'barefootjewelry', 'bracelet', 'moon', 'crystal', 'boho', 'retro', 'vintage', 'party', 'women', 'beach')",others,Others,50,1,51,0,noText,229199,4.165079254,58c0fff96ecaa3523d59a24d,https://contestimg.wish.com/api/webimage/5aec5aa5e08184220e174919-medium.jpg,5aec5aa5e08184220e174919
Women Fashion Vintage Animal Dragonfly Owl Printed T-shirt Women Loose Sleeveless Summer Shirt Tee S-XXXL,5.0,5,100,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,"('summer', 'fashion', 'dragon fly', 'summer t-shirts', 't shirts', 'sleeves', 'women t shirt', 'owl', 'women', 'shirt', 'animal print', 'vintage', 'tops', ""women's fashion"", 'round neck', 'printing t shirt', 'animal', 'sleeveless', 'printed t shirts', 'printed')",green,XXS,4,1,35,0,noText,1172,4.1228668939999995,57ebc98dfc63523912aa1424,https://contestimg.wish.com/api/webimage/5f095371d25f1d274c028031-medium.jpg,5f095371d25f1d274c028031
Plus Size S-3XL New Women Fashion Loose Pants High Waist Ninth Pant Linen Trousers,5.0,5,5000,0,3.3,1013,326.0,170.0,193.0,125.0,199.0,0,"('trousers', 'high waist', 'casual pants', 'pants', ""women's fashion"", 'long pants', 'pencil pants', 'plus size', 'loosepant', 'women trousers', 'women', 'fashion', 'waist')",brown,S,50,2,32,1,QuantityLimited,13510,4.297335307,578e0488ba8cd20e9b1b4a3b,https://contestimg.wish.com/api/webimage/5cb02b41f8badd79e1c3a00b-medium.jpg,5cb02b41f8badd79e1c3a00b
Sexy Women Summer Vest Top Sleeveless Blouse Casual Tank Tops T Shirt Better SS,4.66,11,50000,1,4.01,10122,5274.0,1869.0,1519.0,684.0,776.0,0,"('blouse', 'summer', 'vest', 'fashion', 'tank', 'lace', 'sleevelessblouse', 'tops', ""women's fashion"", 't shirts', 'sexy', 'sleeveless', 'casual', 'women')",purple,M,1,1,44,0,noText,203805,4.216476534,572d45c708fad86678ca1938,https://contestimg.wish.com/api/webimage/58b7dc3133b0bd5914a62c90-medium.jpg,58b7dc3133b0bd5914a62c90
The Soul of A Mermaid Women Tank Tops Fashion Summer Vest Shirt Casual Graphic Tees Plus Size,8.0,22,100,1,4.0,17,9.0,4.0,0.0,3.0,1.0,0,"('summer', 'vest', 'fashion', 'cotton shirt', 'shirt', 'graphic tee', 'tops', ""women's fashion"", 'tank top', 'sleeveless shirt', 'racer back tank', 'women t shirt', 'plus size', 'mermaid', 'tank', 'summervest', 'casual', 'women fashion', 'women')",blue,S,50,2,43,0,noText,65189,4.049640277,57b03628c676b3573ba2a081,https://contestimg.wish.com/api/webimage/5e9d251ec741acb9f508e014-medium.jpg,5e9d251ec741acb9f508e014
Women's Summer Slim-fit Print Strapless Sleeveless Dress,9.0,9,100,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,"('summer', 'woman fashion', 'printeddres', 'suspenderdres', 'dress', 'slim fit', 'beach wear', ""women's fashion"", 'sleeveless dress', 'women dress', 'print', 'sleeveless', 'casual', 'strapless')",white,S,50,3,44,0,noText,246312,4.2037253560000005,5406c9c77f086e1be430d73e,https://contestimg.wish.com/api/webimage/5ec1ffa502f451526044f724-medium.jpg,5ec1ffa502f451526044f724
New Vogue Women Summer Sofy Casual   Funny Printed Sleeveless Long T Shirts  Mini Dress  Plus Size,8.0,9,1000,1,3.95,63,32.0,12.0,10.0,2.0,7.0,0,"('vesttop', 'mini', 'sleeveless', 'plus size', 'shirt', 'minidresselvendre', 'summer', 'dress', 'printedvest', 'tank top', 'mini dress', 'funny', ""women's fashion"", 'sleevelesstshirt', 'printed', 'casual t-shirt', 'lotusprinted', 'vogue', 'casual', 'longshirtsforwomen', 'women')",black,S,50,3,41,0,noText,36913,3.949421613,566a25e33a698c1f131fd872,https://contestimg.wish.com/api/webimage/5eaa52eb9438b830d970731d-medium.jpg,5eaa52eb9438b830d970731d
Women Summer Half Sleeve Irregular Hem Bohemian long Dress,16.0,14,10,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,"('bohodressesforwoman', 'irregularhemdre', 'sleeve', 'summer', 'long dress', 'dress', 'beach dress', 'bohemiandresse', 'boho', 'bohemian', 'boho dress', 'halfsleevedre', 'bohemian dress', 'women', ""women's fashion"", 'mediasmujer')",others,S,2,4,40,0,noText,1442,4.466019417,56de96c70f2a81169f14fcde,https://contestimg.wish.com/api/webimage/5f0e6c204e43471f765df4f0-medium.jpg,5f0e6c204e43471f765df4f0
Women Fashion Style Denim High Waisted Shorts Pants Summer Women Shorts Jeans,5.0,5,1000,1,4.1,166,95.0,28.0,21.0,9.0,13.0,1,"('summer', 'panties', 'plus size jeans', 'casual pants', 'bottom', ""women's pants"", 'denim', 'pants', 'short pants', ""women's fashion"", 'shorts', 'high waisted pants', 'jeans', 'fashion', 'shortsforwomen', 'women')",white,S,1,2,42,0,noText,13909,4.356819326,5b41be818e210d22facca0bd,https://contestimg.wish.com/api/webimage/5db82c194989970842830ee5-medium.jpg,5db82c194989970842830ee5
NEW Summer Women Round Neck Dress Casual Sleeveless Dress Floral Printed Dress Slim Flower Dress Plus Size,6.0,6,10000,1,4.0,1244,648.0,233.0,180.0,76.0,107.0,0,"('slim dress', 'fashion women', 'plus size', 'floral', 'necks', 'summer', 'dresses', 'dress', 'neck dress', 'round neck', 'floralprinted', ""women's fashion"", 'sleeveless dress', 'flowers', 'dress slim', 'sleeveless', 'women', 'slim', 'casual', 'printed')",others,S,47,2,35,1,QuantityLimited,12974,3.965700632,5a7b23a69bda4e3d375e7b3f,https://contestimg.wish.com/api/webimage/5d4105bcde7d5d3b599eaa26-medium.jpg,5d4105bcde7d5d3b599eaa26
